Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q96NB2,Sideroflexin-2,13.04,1,4,4,7,1.058,-;1;2,,1.045,-;1;2,42.9,1.083,-;1;2,28.6,0.998,-;1;2,,0.99,-;1;2,14,2.83,7.14,2,2,3.46,9.01,2,2,7.63,7.76,3,3,322,36.2,9.41
Q96NB3,Zinc finger protein 830,6.99,2,1,2,4,,,,,,,,,,,,,,,,2.51,1.61,1,1,4.92,6.99,2,3,,,,,372,42,5.26
Q96NC0,Zinc finger matrin-type protein 2,25.63,2,7,7,15,1.437,3;3;2,11.6,1.491,3;3;2,10.4,1.217,3;3;2,13.2,1.135,3;3;2,7.1,1.17,3;3;2,6.1,8.76,10.05,4,8,4.44,19.6,3,3,7.81,15.08,3,4,199,23.6,9.01
Q96P11,Isoform 3 of Putative methyltransferase NSUN5,2.47,5,1,1,1,,,,,,,,,,,,,,,,2.05,2.47,1,1,,,,,,,,,324,36.1,10.46
Q96P48,"Isoform 3 of Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",16.89,20,17,18,86,0.798,15;16;15,2,0.776,15;16;15,2.5,0.902,15;16;15,2.7,0.902,15;16;15,3.7,0.943,15;16;15,2.7,89.71,13.34,15,26,89.01,15.64,16,30,86.02,13.27,14,30,1439,160.9,6.21
Q96P70,Importin-9,4.8,1,4,4,7,1.048,2;2;3,8.5,1.078,2;2;3,18.6,1.041,2;2;3,9.6,1.156,2;2;3,16.9,1.026,2;2;3,6.4,6.87,2.79,2,2,5.23,1.54,2,2,9.3,2.88,3,3,1041,115.9,4.81
Q96PE3,"Isoform 2 of Type I inositol-3,4-bisphosphate 4-phosphatase",2.77,5,2,2,3,0.843,1;1;-,25.6,0.888,1;1;-,22.4,0.797,1;1;-,,0.863,1;1;-,30.1,0.889,1;1;-,12,3.16,0.96,1,1,5,2.77,2,2,,,,,938,105.6,7.05
Q96PK6,Isoform 1 of RNA-binding protein 14,27.8,7,17,17,80,1.206,13;13;16,5.3,1.359,13;13;16,4.2,1.183,13;13;16,4.6,1.116,13;13;16,5.6,1.033,13;13;16,2.6,62.58,23.77,14,26,77.6,27.8,17,28,76.19,25.56,16,26,669,69.4,9.67
Q96PM5,p53-induced protein with RING-H2 variant D,8,6,1,1,1,,,,,,,,,,,,,,,,1.91,8,1,1,,,,,,,,,75,8.5,6.27
Q96PP8,Guanylate-binding protein 5,18.6,2,8,9,19,1.592,-;2;3,,1.798,-;2;3,32.5,1.378,-;2;3,14.7,1.755,-;2;3,,1.301,-;2;3,23,8.8,5.8,2,3,18.73,12.8,5,7,23.23,15.19,7,9,586,66.6,5.55
Q96PP9,Guanylate-binding protein 4,7.03,1,3,3,7,1.096,2;1;-,0,1.048,2;1;-,7.9,1.04,2;1;-,,1.048,2;1;-,5.3,1.005,2;1;-,6,7.57,5.31,2,2,7.83,2.81,1,2,7.25,4.53,2,3,640,73.1,6.02
Q96PU8,Isoform 5 of Protein quaking,17.35,9,5,5,17,1.173,3;6;5,1.5,1.135,3;6;5,2.3,1.057,3;6;5,2.4,1.158,3;6;5,3.7,1.073,3;6;5,2.9,8.39,12.93,4,4,14.32,17.35,5,7,15.85,14.83,4,6,317,35.2,6.19
Q96PY6,Isoform 4 of Serine/threonine-protein kinase Nek1,1.18,10,1,2,3,,,,,,,,,,,,,,,,2.66,0.5,1,1,,,,,2.69,1.18,2,2,1189,135.2,5.62
Q96Q05,Isoform 3 of Trafficking protein particle complex subunit 9,3.25,4,4,4,4,,,,,,,,,,,,,,,,0,0.88,1,1,2.41,1.76,2,2,2.1,0.61,1,1,1139,127.5,6.71
Q96Q11,"Isoform 2 of tRNA-nucleotidyltransferase 1, mitochondrial",14.25,2,5,5,12,0.794,2;1;2,14.7,0.736,2;1;2,16,0.767,2;1;2,19.4,0.767,2;1;2,24.5,0.962,2;1;2,6.7,10.96,9.18,3,3,8.67,11.35,4,4,15.36,14.25,5,5,414,47.8,8.48
Q96QA5,Gasdermin-A,3.6,1,1,1,1,2.674,-;-;1,,2.707,-;-;1,,2.754,-;-;1,,1.955,-;-;1,,1.564,-;-;1,,,,,,,,,,0,3.6,1,1,445,49.3,5.29
Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10,2.02,1,1,1,1,1.184,-;-;1,,1.422,-;-;1,,1.077,-;-;1,,1.262,-;-;1,,0.988,-;-;1,,,,,,,,,,3.25,2.02,1,1,940,99,9.17
Q96QD9,Isoform 1 of UAP56-interacting factor,7.55,6,2,2,3,,,,,,,,,,,,,,,,,,,,4.7,7.55,2,2,2.64,2.2,1,1,318,35.8,11.78
Q96QE3,Isoform 2 of ATPase family AAA domain-containing protein 5,1.41,2,1,2,4,,,,,,,,,,,,,,,,2.08,0.5,1,1,2.21,0.5,1,1,2.01,1.41,2,2,1204,135.8,9.33
Q96QF7,Acidic repeat-containing protein,0.87,1,1,1,2,,,,,,,,,,,,,,,,,,,,1.73,0.87,1,2,,,,,691,76.1,4.6
Q96QG7,Myotubularin-related protein 9,1.64,1,1,1,2,0.854,-;1;1,,0.812,-;1;1,5.6,0.85,-;1;1,4.2,0.723,-;1;1,,0.85,-;1;1,4.5,,,,,2.66,1.64,1,1,2.91,1.64,1,1,549,63.4,6.39
Q96QH2,Isoform 1 of PML-RARA-regulated adapter molecule 1,28.27,3,10,10,17,1.202,3;3;4,2.6,1.365,3;3;4,4.4,1.172,3;3;4,9,1.172,3;3;4,8.9,1.168,3;3;4,7.6,14.01,21.45,6,7,11.58,4.74,3,4,17.03,11.42,6,6,718,79.2,9.61
Q96QK1,Vacuolar protein sorting-associated protein 35,16.58,2,11,11,43,0.609,9;9;5,5,0.615,9;9;5,2,0.703,9;9;5,10.3,0.663,9;9;5,8.9,0.962,9;9;5,3.6,39.19,14.07,9,15,48.56,16.58,10,17,25.05,8.17,6,11,796,91.6,5.49
Q96QR8,Transcriptional activator protein Pur-beta,17.31,4,4,5,19,0.958,4;2;4,4.9,1.012,4;2;4,4.7,1.018,4;2;4,1.4,0.968,4;2;4,4.4,0.905,4;2;4,0.6,16.85,17.31,5,7,10.24,9.29,3,6,16.34,17.31,5,6,312,33.2,5.43
Q96QS1,Isoform 3 of Tetraspanin-32,15.81,7,2,2,6,0.809,-;1;2,,0.83,-;1;2,35.8,0.888,-;1;2,20.4,0.945,-;1;2,,0.979,-;1;2,1,5,9.49,1,1,7.79,15.81,2,2,9.48,15.81,2,3,253,27.8,8.76
Q96RD7,Isoform 2 of Pannexin-1,5.21,2,1,1,2,0.627,-;1;1,,0.643,-;1;1,16.4,0.722,-;1;1,14.4,0.639,-;1;1,,0.886,-;1;1,20.4,,,,,2.77,5.21,1,1,0,5.21,1,1,422,47.6,6.19
Q96RI0,Proteinase-activated receptor 4,2.34,1,1,1,4,0.329,-;1;1,,0.337,-;1;1,2.8,0.655,-;1;1,4.1,0.545,-;1;1,,0.644,-;1;1,0.2,2.78,2.34,1,1,5.84,2.34,1,2,3.47,2.34,1,1,385,41.1,8.92
Q96RL1,Isoform 5 of BRCA1-A complex subunit RAP80,9.87,9,1,1,1,1.669,-;-;1,,1.63,-;-;1,,1.065,-;-;1,,1.461,-;-;1,,1.321,-;-;1,,,,,,,,,,3.48,9.87,1,1,152,17.4,8.05
Q96RL7,Isoform 4 of Vacuolar protein sorting-associated protein 13A,3.06,7,8,8,12,0.699,2;3;1,32.6,0.655,2;3;1,41.3,0.851,2;3;1,23.9,0.783,2;3;1,27.9,0.857,2;3;1,16,10.4,1.73,4,4,8.41,1.08,3,3,9.47,1.53,5,5,3069,347.5,6.16
Q96RP9,"Isoform 1 of Elongation factor G, mitochondrial",17.31,6,11,11,24,1.244,5;4;1,17.3,1.234,5;4;1,24.4,1.114,5;4;1,16.5,1.176,5;4;1,15.6,1.143,5;4;1,5.6,27.18,11.58,7,10,21.59,10.65,6,7,19.22,10.52,5,7,751,83.4,7.01
Q96RS6,Isoform 1 of NudC domain-containing protein 1,8.58,3,3,3,12,1.176,4;4;4,6.8,1.059,4;4;4,5.7,1.015,4;4;4,4.4,1.089,4;4;4,11.9,1.012,4;4;4,7.5,10.39,8.58,3,4,9.82,8.58,3,4,7.49,8.58,3,4,583,66.7,5.11
Q96RT1,Isoform 7 of Protein LAP2,6.22,14,7,7,28,0.773,7;5;7,11.1,0.768,7;5;7,10.3,0.864,7;5;7,7.7,0.966,7;5;7,14.6,0.863,7;5;7,7.4,20.54,4.22,5,8,25.01,5.38,6,11,18.75,3.38,3,9,1302,146,5.29
Q96S19,Isoform 1 of UPF0585 protein C16orf13,18.14,6,3,3,5,1.038,-;1;1,,1.207,-;1;1,4.8,1.234,-;1;1,5.8,1.108,-;1;1,,1.007,-;1;1,7.2,5.45,14.22,2,2,3.88,6.86,1,1,5.17,11.27,2,2,204,22.6,7.83
Q96S44,TP53-regulating kinase,14.62,2,3,3,12,1.055,2;2;2,4.5,1.241,2;2;2,9.4,1.05,2;2;2,1.5,1.071,2;2;2,13.5,1.09,2;2;2,5.6,12.94,8.3,1,3,10.17,11.07,2,3,13.45,14.62,3,6,253,28.1,9.54
Q96S59,Isoform 2 of Ran-binding protein 9,3.61,2,1,1,7,1.031,1;3;1,1.8,0.986,1;3;1,14.6,0.988,1;3;1,8.4,1.085,1;3;1,15.4,0.9,1;3;1,18.3,3.34,3.61,1,1,4.58,3.61,1,4,4.24,3.61,1,2,388,43,6.74
Q96SB3,neurabin-2,20.07,1,13,15,28,0.732,6;3;4,33.8,0.681,6;3;4,38.3,0.692,6;3;4,30.7,0.817,6;3;4,20,0.959,6;3;4,2,36.92,13.34,8,9,21.14,11.63,8,8,30.62,12.73,8,11,817,89.3,4.97
Q96SB8,Isoform 1 of Structural maintenance of chromosomes protein 6,4.12,2,3,3,6,1.993,2;2;1,12.2,1.929,2;2;1,5.1,1.393,2;2;1,13,1.901,2;2;1,14.4,1.536,2;2;1,14.5,1.6,3.12,2,3,6.54,2.66,2,2,0,1.47,1,1,1091,126.2,6.99
Q96SI9,Isoform 2 of Spermatid perinuclear RNA-binding protein,8.21,2,1,6,28,1.195,-;1;-,,1.31,-;1;-,,1.099,-;1;-,,0.923,-;1;-,,1.183,-;1;-,,21.52,6.23,4,9,27.13,8.21,6,12,16.41,3.8,2,7,658,71.9,8.65
Q96SM3,Probable carboxypeptidase X1,1.63,1,1,1,1,,,,,,,,,,,,,,,,3.24,1.63,1,1,,,,,,,,,734,81.6,6.67
Q96SQ9,Isoform 1 of Cytochrome P450 2S1,2.58,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,2.58,1,1,504,55.8,8.62
Q96ST2,Isoform 3 of Protein IWS1 homolog,5.07,5,2,2,5,1.244,1;-;2,7.2,1.279,1;-;2,,1.012,1;-;2,11.7,1.297,1;-;2,26.7,1.19,1;-;2,,2.58,5.07,2,2,2.74,1.96,1,1,3.46,3.1,1,2,612,69.1,4.92
Q96ST3,Paired amphipathic helix protein Sin3a,10.53,1,10,10,22,1.235,3;4;4,18.8,1.264,3;4;4,11.4,1.214,3;4;4,10.6,1.134,3;4;4,5.2,1.209,3;4;4,5.2,15.21,4.71,6,7,18.42,6.21,5,7,21.6,8.17,7,8,1273,145.1,7.25
Q96SU4,Isoform 5 of Oxysterol-binding protein-related protein 9,3.41,8,2,2,7,2.167,1;2;-,1.4,3.024,1;2;-,0.1,1.798,1;2;-,,2.317,1;2;-,2,1.182,1;2;-,7.3,0,1.08,1,2,0,1.08,1,4,0,2.33,1,1,558,62.5,6.37
Q96SZ5,2-aminoethanethiol dioxygenase,6.3,1,2,2,2,0.947,-;1;-,,1.263,-;1;-,,1.117,-;1;-,,1.138,-;1;-,,1.209,-;1;-,,2.31,3.33,1,1,0,2.96,1,1,,,,,270,29.7,6.04
Q96T37,Isoform 2 of Putative RNA-binding protein 15,9.72,3,7,7,12,1.119,1;1;-,58.1,1.261,1;1;-,61.6,0.975,1;1;-,,1.172,1;1;-,49.8,1.073,1;1;-,15.7,15.03,7.94,5,5,8.88,6.9,4,4,8.95,3.97,3,3,957,104.7,10.08
Q96T58,Msx2-interacting protein,0.52,2,1,2,2,,,,,,,,,,,,,,,,,,,,2.28,0.52,2,2,,,,,3664,402,7.64
Q96TA1,Niban-like protein 1,2.86,3,2,2,4,,,,,,,,,,,,,,,,,,,,5.53,2.86,2,2,5.56,2.86,2,2,733,82.6,6.15
Q96TA2,Isoform 2 of ATP-dependent metalloprotease YME1L1,3.35,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,4.16,3.35,2,2,716,79.8,8.56
Q96TC7,Isoform 1 of Regulator of microtubule dynamics protein 3,7.02,8,3,3,7,0.756,1;-;-,,0.768,1;-;-,,0.872,1;-;-,,0.987,1;-;-,,0.984,1;-;-,,0,5.74,2,2,4.02,5.74,2,2,6.17,3.62,2,3,470,52.1,5.1
Q99417,C-Myc-binding protein,10.68,1,1,1,8,0.982,3;3;2,8.5,0.894,3;3;2,7.2,0.917,3;3;2,4.3,1.02,3;3;2,11.3,0.973,3;3;2,5.6,8.46,10.68,1,3,7.82,10.68,1,3,5.45,10.68,1,2,103,12,5.91
Q99418,Isoform 2 of Cytohesin-2,17.54,9,4,4,13,0.517,4;4;3,6.5,0.491,4;4;3,12,0.824,4;4;3,6.3,0.69,4;4;3,11.3,0.776,4;4;3,2.9,16.27,14.04,3,4,14.67,9.02,2,4,17.63,17.54,4,5,399,46.5,5.54
Q99426,Tubulin-folding cofactor B,34.43,2,8,8,50,0.907,7;10;11,2.4,0.953,7;10;11,1.9,0.994,7;10;11,4.2,0.886,7;10;11,5.3,0.888,7;10;11,3.8,42.44,34.43,8,15,44.66,30.74,7,17,52.9,34.43,8,18,244,27.3,5.15
Q99436,Proteasome subunit beta type-7,19.49,3,4,4,24,1.052,8;5;7,10.7,0.909,8;5;7,10.2,1.04,8;5;7,7.5,1.127,8;5;7,13.6,0.952,8;5;7,3.3,21.98,11.91,2,8,23.17,19.49,4,8,19.49,15.52,3,8,277,29.9,7.68
Q99439,Calponin-2,53.72,9,17,17,146,0.848,37;38;26,21.7,0.849,37;38;26,20.3,0.959,37;38;26,3.2,0.949,37;38;26,10.3,0.911,37;38;26,2.3,112.24,43.04,15,49,127.75,43.37,16,54,105.39,51.78,15,43,309,33.7,7.33
Q99442,Translocation protein SEC62,14.29,4,7,7,19,0.841,4;5;4,9.4,0.778,4;5;4,4.2,0.854,4;5;4,2.5,0.741,4;5;4,12.6,0.858,4;5;4,1.3,14.61,9.77,4,6,20.18,14.29,6,9,11.64,7.27,3,4,399,45.8,7.12
Q99447,Ethanolamine-phosphate cytidylyltransferase,13.37,2,4,4,13,0.976,2;3;2,19.8,0.93,2;3;2,18.1,0.935,2;3;2,8.6,1.038,2;3;2,12.1,1.064,2;3;2,7.1,11.46,13.37,4,4,14.55,13.37,4,5,9.72,9.77,3,4,389,43.8,6.92
Q99457,Nucleosome assembly protein 1-like 3,3.16,1,1,1,1,0.661,1;-;-,,0.693,1;-;-,,0.956,1;-;-,,0.844,1;-;-,,0.821,1;-;-,,0,3.16,1,1,,,,,,,,,506,57.6,5.08
Q99459,Cell division cycle 5-like protein,27.93,2,17,17,50,1.268,13;11;10,6.7,1.39,13;11;10,6,1.218,13;11;10,2.6,1.28,13;11;10,2.9,1.148,13;11;10,5.1,47.55,17.83,10,16,53.67,26.93,16,20,38.22,19.58,12,14,802,92.2,8.18
Q99460,Isoform 1 of 26S proteasome non-ATPase regulatory subunit 1,24.55,5,19,19,73,0.862,13;14;24,8.1,0.821,13;14;24,13.6,0.88,13;14;24,6.9,0.891,13;14;24,4.6,0.985,13;14;24,3.3,76.44,22.35,16,26,55.82,18.05,14,19,72.57,19.83,15,28,953,105.8,5.39
Q99471,Prefoldin subunit 5,41.56,6,6,6,34,0.601,5;9;11,13,0.595,5;9;11,12.8,0.771,5;9;11,9.5,0.667,5;9;11,4.2,0.928,5;9;11,1.8,22.33,41.56,6,9,32.86,40.91,5,11,37.43,41.56,6,14,154,17.3,6.33
Q99490,"Isoform 2 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",6.34,3,5,5,9,1.053,2;1;1,6.9,1.132,2;1;1,2.9,1.062,2;1;1,6.6,1,2;1;1,5.4,1.025,2;1;1,2.9,8.26,4.78,3,3,5.1,1.91,2,3,6.94,1.79,2,3,836,90.5,8.78
Q99497,Protein DJ-1,60.85,1,12,12,289,0.933,73;79;76,7.1,0.881,73;79;76,7.4,0.952,73;79;76,3.7,0.997,73;79;76,7.3,0.949,73;79;76,1.8,254.73,60.85,12,93,257.14,60.85,12,98,262.88,60.85,12,98,189,19.9,6.79
Q99501,Isoform 3 of GAS2-like protein 1,20.06,5,5,5,9,0.662,1;1;1,16.4,0.633,1;1;1,32,0.826,1;1;1,18.6,0.802,1;1;1,12.2,0.822,1;1;1,3.9,4.3,5.78,1,1,8.34,10.94,3,3,12.03,14.29,4,5,329,34.6,6.42
Q99523,Sortilin,3.85,5,3,4,8,0.646,1;3;1,30.4,0.537,1;3;1,34.1,0.714,1;3;1,32.6,0.619,1;3;1,32.8,0.924,1;3;1,9.6,2.75,1.32,2,2,13.08,3.25,3,4,5.62,1.2,1,2,831,92,5.74
Q99536,Synaptic vesicle membrane protein VAT-1 homolog,31.3,4,8,8,29,1.21,3;6;6,8.6,1.485,3;6;6,6.8,1.487,3;6;6,10.5,1.318,3;6;6,9.5,1.171,3;6;6,3.3,32.07,21.63,5,10,23.08,15.52,4,9,25.01,13.74,4,10,393,41.9,6.29
Q99543,Isoform 2 of DnaJ homolog subfamily C member 2,5.81,12,3,3,3,1.031,-;1;-,,1.131,-;1;-,,0.894,-;1;-,,0.808,-;1;-,,1.196,-;1;-,,0,1.06,1,1,4.5,4.75,2,2,,,,,568,65.9,9.07
Q99547,M-phase phosphoprotein 6,5,1,1,1,2,,,,,,,,,,,,,,,,,,,,2.59,5,1,1,3.19,5,1,1,160,19,5.2
Q99549,Isoform 1 of M-phase phosphoprotein 8,1.98,2,1,1,2,1.162,1;-;-,,1.004,1;-;-,,1.056,1;-;-,,1.201,1;-;-,,0.834,1;-;-,,2.44,1.98,1,2,,,,,,,,,860,97.1,6.06
Q99567,Nuclear pore complex protein Nup88,6.61,1,4,4,14,1.163,1;3;3,8.4,1.456,1;3;3,12.9,1.201,1;3;3,13.2,1.14,1;3;3,6.7,1.563,1;3;3,17.3,6.27,3.37,2,3,20.61,6.61,4,7,13.37,4.86,3,4,741,83.5,5.69
Q99570,Phosphoinositide 3-kinase regulatory subunit 4,1.62,3,1,2,2,,,,,,,,,,,,,,,,2.47,0.37,1,1,3.32,1.25,1,1,,,,,1358,153,7.17
Q99571,P2X purinoceptor 4,7.22,13,1,2,4,1.378,1;1;1,3.5,1.266,1;1;1,6.7,1.132,1;1;1,8.4,1.289,1;1;1,5,1.296,1;1;1,9.6,2.39,5.93,1,1,2.44,5.93,1,1,2.78,7.22,2,2,388,43.3,7.99
Q99590,Isoform 2 of SFRS2-interacting protein,4.79,3,3,3,5,1.556,1;1;-,26.5,1.365,1;1;-,7.6,0.986,1;1;-,,1.49,1;1;-,16,1.088,1;1;-,1.1,6.6,2.61,2,2,5.1,2.18,1,2,2.78,0.61,1,1,1148,128.8,8.29
Q99598,Translin-associated protein X,52.07,4,13,13,63,1.265,10;9;17,5.4,1.275,10;9;17,6.3,1.185,10;9;17,1.6,1.314,10;9;17,4.9,1.019,10;9;17,1.5,46.91,37.93,9,19,42.06,41.38,10,18,57.59,45.52,11,26,290,33.1,6.55
Q99613,Eukaryotic translation initiation factor 3 subunit C,27.71,6,25,25,78,1.049,19;17;18,7.7,1.003,19;17;18,5.7,0.986,19;17;18,5.5,1.076,19;17;18,5.3,1.146,19;17;18,2.4,82.88,25.41,20,31,67.53,20.15,18,24,51.2,17.74,14,23,913,105.3,5.68
Q99614,Tetratricopeptide repeat protein 1,23.97,1,7,7,21,0.942,4;6;8,30.1,0.823,4;6;8,16.4,0.94,4;6;8,20.6,1.007,4;6;8,23.1,0.931,4;6;8,3.9,18.71,16.78,5,7,19.11,19.52,5,6,15.76,20.89,6,8,292,33.5,4.84
Q99615,DnaJ homolog subfamily C member 7,29.15,3,12,12,27,1.074,5;5;5,6,1.118,5;5;5,3,1.058,5;5;5,3.3,0.929,5;5;5,4,1.03,5;5;5,2,26.07,20.45,8,9,24.6,18.62,8,8,22.47,17.21,8,10,494,56.4,6.96
Q99623,Prohibitin-2,72.24,4,22,22,218,0.991,36;39;39,1.4,1.074,36;39;39,1.6,1,36;39;39,1.2,0.897,36;39;39,3.6,0.976,36;39;39,0.9,204.83,67.56,20,69,204.34,67.56,20,72,215.34,68.23,20,77,299,33.3,9.83
Q99638,Cell cycle checkpoint control protein RAD9A,6.65,1,2,2,5,1.358,1;-;1,12.4,1.587,1;-;1,,1.371,1;-;1,28.7,1.31,1;-;1,20.9,1.112,1;-;1,,3.02,4.35,1,2,2.07,2.3,1,1,5.1,4.35,1,2,391,42.5,5.66
Q99653,Calcium-binding protein p22,23.08,3,4,4,10,0.557,1;2;2,31.1,0.503,1;2;2,44.2,0.687,1;2;2,27,0.579,1;2;2,42.2,0.923,1;2;2,4.5,5.96,17.44,3,3,3.01,9.74,2,3,10.73,23.08,4,4,195,22.4,5.1
Q99683,Mitogen-activated protein kinase kinase kinase 5,4.51,3,6,6,27,0.558,4;7;7,9.3,0.597,4;7;7,6,0.84,4;7;7,10.2,0.8,4;7;7,7,0.791,4;7;7,5.1,18.47,3.28,5,8,20.36,4.51,6,10,20.25,4.51,6,9,1374,154.4,5.78
Q99685,Monoglyceride lipase,33.99,7,7,7,30,0.586,8;9;7,27.4,0.507,8;9;7,21.9,0.753,8;9;7,19.1,0.647,8;9;7,19.4,0.768,8;9;7,12,26.2,12.21,3,9,30.25,24.09,5,11,25,22.44,5,10,303,33.2,6.99
Q99698,Isoform 3 of Lysosomal-trafficking regulator,0.85,3,1,1,1,,,,,,,,,,,,,,,,2.13,0.85,1,1,,,,,,,,,1531,172.1,6.46
Q99700,Isoform 2 of Ataxin-2,2.11,6,1,2,4,,,,,,,,,,,,,,,,5.85,2.11,2,2,2.4,0.6,1,1,2.52,0.6,1,1,995,106,9.67
Q99704,Isoform 1 of Docking protein 1,8.11,4,3,3,5,0.55,2;1;1,36.6,0.54,2;1;1,52.2,0.752,2;1;1,30.1,0.582,2;1;1,33.1,0.844,2;1;1,10.9,11.11,8.11,3,3,2.65,1.46,1,1,2.74,1.46,1,1,481,52.4,6.47
Q99714,Isoform 1 of 3-hydroxyacyl-CoA dehydrogenase type-2,58.62,3,11,11,87,1.051,14;17;20,2.4,1.127,14;17;20,7.9,1.049,14;17;20,4.5,1.13,14;17;20,2.4,1.016,14;17;20,3.6,70.82,53.26,10,30,83.63,52.87,9,27,78.66,58.24,10,30,261,26.9,7.78
Q99720,Isoform 1 of Sigma non-opioid intracellular receptor 1,23.32,5,3,3,6,0.683,-;2;1,,0.642,-;2;1,16,0.702,-;2;1,11.4,0.617,-;2;1,,0.968,-;2;1,5,3.07,14.8,1,1,8.71,23.32,3,3,4.56,17.49,2,2,223,25.1,5.96
Q99729,Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B,34.74,8,9,10,107,1.47,23;17;24,4.1,1.459,23;17;24,5.7,1.259,23;17;24,3.2,1.175,23;17;24,3.9,1.135,23;17;24,3.2,118.07,31.93,9,40,77.84,34.74,9,28,99.41,34.74,10,39,285,30.6,7.91
Q99733,Nucleosome assembly protein 1-like 4,44.27,6,14,16,115,0.87,22;15;19,9.8,0.797,22;15;19,28.8,0.716,22;15;19,22.7,0.808,22;15;19,6.7,0.993,22;15;19,4.3,111.94,44.27,15,43,90.8,33.33,13,34,96.15,34.67,13,38,375,42.8,4.69
Q99735,Putative uncharacterized protein MGST2,18.18,2,1,1,1,,,,,,,,,,,,,,,,,,,,1.61,18.18,1,1,,,,,77,8.4,9.45
Q99747,Gamma-soluble NSF attachment protein,24.36,2,8,8,20,0.954,3;5;5,20.1,1.004,3;5;5,13.2,1.217,3;5;5,10.8,1.127,3;5;5,19.5,0.848,3;5;5,10.4,23.55,18.27,5,7,24.19,18.91,6,7,16.82,18.27,5,6,312,34.7,5.41
Q99759,Isoform 1 of Mitogen-activated protein kinase kinase kinase 3,2.24,2,1,2,9,,,,,,,,,,,,,,,,8.37,2.24,2,3,5.54,1.12,1,2,8.95,1.12,1,4,626,70.9,8.84
Q99767,amyloid beta A4 precursor protein-binding family A member 2 isoform b,2.85,2,1,1,2,1.374,-;1;1,,1.323,-;1;1,13.7,0.964,-;1;1,2.9,1.612,-;1;1,,0.827,-;1;1,0.7,,,,,3.29,2.85,1,1,3.36,2.85,1,1,737,81.1,4.75
Q99795,Cell surface A33 antigen,3.45,1,1,1,1,0.775,-;1;-,,0.7,-;1;-,,0.84,-;1;-,,0.716,-;1;-,,1.071,-;1;-,,,,,,3.08,3.45,1,1,,,,,319,35.6,4.93
Q99798,"Aconitate hydratase, mitochondrial",43.33,3,29,29,217,1.02,45;53;55,1.9,1.01,45;53;55,2.7,1.018,45;53;55,3.1,0.945,45;53;55,3.3,0.997,45;53;55,0.3,193,33.21,23,65,222.8,38.08,26,74,231.77,41.28,26,78,780,85.4,7.61
Q99807,Isoform 2 of Ubiquinone biosynthesis protein COQ7 homolog,10.06,2,1,1,2,0.858,1;1;-,4.5,0.849,1;1;-,3.4,0.832,1;1;-,,0.851,1;1;-,1.2,1.138,1;1;-,0.5,0,10.06,1,1,0,10.06,1,1,,,,,179,20.2,5.99
Q99814,Endothelial PAS domain-containing protein 1,2.18,1,1,1,1,0.414,-;-;1,,0.386,-;-;1,,0.527,-;-;1,,0.529,-;-;1,,0.81,-;-;1,,,,,,,,,,0,2.18,1,1,870,96.4,6.28
Q99816,Isoform 1 of Tumor susceptibility gene 101 protein,13.59,2,4,4,15,0.905,5;4;3,7.8,0.817,5;4;3,5.5,0.887,5;4;3,3.4,0.988,5;4;3,10.3,0.904,5;4;3,0.5,22.02,11.03,3,6,17.82,13.59,4,5,12.64,11.03,3,4,390,43.9,6.46
Q99828,Calcium and integrin-binding protein 1,8.9,1,1,1,1,1.117,-;-;1,,1.147,-;-;1,,1.138,-;-;1,,1.109,-;-;1,,0.939,-;-;1,,,,,,,,,,3.68,8.9,1,1,191,21.7,4.78
Q99832,T-complex protein 1 subunit eta,75.87,5,34,34,289,0.891,59;67;62,2.7,0.918,59;67;62,2.5,0.916,59;67;62,5.3,0.952,59;67;62,2.3,0.968,59;67;62,1.6,291.22,74.4,29,98,252.97,71.27,32,100,222.47,69.8,31,91,543,59.3,7.65
Q99836,myeloid differentiation primary response protein MyD88 isoform 3,7.58,4,2,2,2,0.94,-;-;2,,1.181,-;-;2,,1.26,-;-;2,,1.179,-;-;2,,0.983,-;-;2,,,,,,,,,,2.85,7.58,2,2,264,29.6,8.28
Q99848,Probable rRNA-processing protein EBP2,13.73,4,4,4,9,0.979,3;3;1,8.7,0.994,3;3;1,11.2,0.929,3;3;1,9.6,0.942,3;3;1,19.3,1.176,3;3;1,1.4,10.5,13.73,4,5,8.67,11.44,3,3,3.14,3.27,1,1,306,34.8,10.1
