Compound,Number Passed,042111_08_01(raw),042111_08_02(raw),042111_08_03(raw),042111_09_01(raw),042111_09_02(raw),042111_09_03(raw),042111_10_01(raw),042111_10_02(raw),042111_10_03(raw),042111_11_01(raw),042111_11_02(raw),042111_11_03(raw),042111_12_01(raw),042111_12_02(raw),042111_12_03(raw),042111_13_01(raw),042111_13_02(raw),042111_13_03(raw),042111_14_01(raw),042111_14_02(raw),042111_14_03(raw),042111_15_01(raw),042111_15_02(raw),042111_15_03(raw),042111_16_01(raw),042111_16_02(raw),042111_16_03(raw),042111_17_01(raw),042111_17_02(raw),042111_17_03(raw),042111_19_01(raw),042111_19_02(raw),042111_19_03(raw),042111_20_01(raw),042111_20_02(raw),042111_20_03(raw),Annotations,Mass,Retention Time,CAS Number
1-heptadecanoyl-sn-glycerol 3-phosphate,1,1,105622,1,280394,1,1,32482,19158,93791,1,27897,1,194190,132903,132153,340150,249452,266032,267760,44795,67155,330235,432374,423274,221186,252047,121467,178950,104056,1,260052,410254,47354,385675,327643,339613,"1-heptadecanoyl-sn-glycerol 3-phosphate [ C20 H41 O7 P, db=78.47, overall=39.23, KEGG ID=, CAS ID= ]",424.259,13.54431,
244.2192@13.546301,1,1,35813,20850,65563,1,1,1,31635,61253,32132,35563,1,84691,84437,84907,76306,76179,83279,77369,45241,19724,83016,84021,78117,68123,52645,53903,45552,38514,37016,63827,74090,1,67693,56202,67613,,244.2192,13.546301,
1002.7006@13.568126,1,1,313904,1,256402,1,1,1,1,692286,1,1,1,557756,709258,1308682,391120,381194,643520,464793,1,1,962617,287954,477756,835263,473272,515329,511688,399935,479356,379221,219669,1,490686,202192,400311,,1002.7006,13.568126,
976.6852@13.575584,1,1,180595,1,212018,1,1,1,1,317698,1,1,1,309964,275604,373618,128146,192728,290697,293287,1,1,381816,231435,278153,182473,104159,286471,191324,225197,164209,247546,125694,1,140752,171848,186130,,976.6852,13.575584,
1056.7117@13.578376,1,1,50529,1,161394,1,1,1,1,315789,1,1,1,303248,394936,432796,158020,279826,312474,335742,1,1,467587,254804,230527,213897,54152,187064,207267,171892,120498,247573,148095,1,179588,223808,278569,,1056.7117,13.578376,
797.5224@13.576999,1,1,106896,29328,65762,103552,64275,70300,41711,63032,37467,37144,26662,41168,41665,37219,1,29528,1,66033,88675,22592,51615,29501,32426,97991,29885,74496,143630,220697,124084,59697,1,55804,1,1,1,,797.5224,13.576999,
1127.7758@13.584821,1,1,1,1,224967,474038,184407,1,1,480203,297740,1,285939,506822,1,503577,288467,487293,1,588386,733596,770910,798372,642880,704879,389219,330276,623480,291971,515886,553664,651579,376073,817714,827290,828942,791464,,1127.7758,13.584821,
650.3126@13.582882,1,1,47641,1,31034,1,1,25880,1,59962,1,1,1,32212,44712,47381,34140,40503,33225,46485,27263,1,46673,34527,34618,45733,25325,49538,37757,42652,38073,40153,30311,1,31035,28885,33765,,650.3126,13.582882,
1028.7163@13.588923,1,1,204039,1,278567,1,1,1,1,1384555,1,20050,1,910379,1128206,1386747,409823,767847,353863,1153147,23084,1,1422725,750697,818777,691980,128499,1004817,751228,808697,357752,437713,251248,1,729456,600506,738496,,1028.7163,13.588923,
645.3362@13.599116,1,1,46756,1,40456,1,1,1,1,64186,1,25576,1,61075,72061,77388,25290,62746,64777,72510,32267,1,42199,70604,66152,57262,40971,63039,70201,74986,50916,66726,59057,1,74590,62995,75119,,645.3362,13.599116,
1188.8286@13.598631,1,1,146203,168910,114889,1,1,1,1,123674,226371,199309,218345,126927,125310,125876,124338,123244,146476,165214,244605,262634,185433,171486,199215,155848,1,1,135054,144078,161733,174066,115786,1,275309,1,215308,,1188.8286,13.598631,
889.5718@13.618206,1,1,25540,1,61515,1,1,1,1,1,1,1,1,47613,38619,38240,58008,42396,49891,27920,1,1,44498,38767,43383,46562,52456,30819,39803,33601,15122,27761,32829,40066,40590,20152,42447,,889.5718,13.618206,
1-hexadecanoyl-sn-glycerol + 13.61125,1,1,1822295,1,1,306650,513056,1,1,1,346122,1,131713,4484706,3457489,3186062,8615628,2538599,5124604,1918201,389095,626096,3114675,1834344,2853543,3923770,7499526,1,4442656,3212830,3175556,3151399,2243907,637865,6088856,6159748,2659537,"1-hexadecanoyl-sn-glycerol [ C19 H38 O4, db=72.01, overall=36.01, KEGG ID=, CAS ID= ]",330.2768,13.61125,
Thr Met Arg,1,1,1,1,1,18291,1,20654,21696,21966,19113,1,18627,11594,1,11785,10416,1,14243,17971,20150,20579,12373,13582,11946,12312,1,19255,11434,16493,15925,17944,13561,1,1,1,12031,"Thr Met Arg [ C15 H30 N6 O5 S, db=36.71, overall=18.35 ]",406.2029,13.630459,
"(20S,22E)-3beta-Hydroxychola-5,16,22-trien-24-oic Acid",1,1,92058,1,115354,1,1,1,45891,85349,1,1,17131,75467,62826,64610,106259,98351,98373,79719,40436,33654,82951,97066,106125,106036,114222,91145,114044,110786,111951,112945,129885,1,86464,110709,114686,"(20S,22E)-3beta-Hydroxychola-5,16,22-trien-24-oic Acid [ C24 H34 O3, db=71.09, overall=35.55, Lipid ID=, KEGG ID= ]",370.2482,13.64018,
"3alpha-Hydroxy-1,7-dioxo-5beta-cholan-24-oic Acid",1,1,82244,78198,47981,42280,1,17094,43893,172001,1,1,52682,28719,1,29076,42501,111305,28715,28334,62551,45763,24573,14538,35516,33561,44967,28512,39798,30388,39582,28760,36313,49322,38856,41335,84284,"3alpha-Hydroxy-1,7-dioxo-5beta-cholan-24-oic Acid [ C24 H36 O5, db=66.41, overall=33.21, Lipid ID=, KEGG ID= ]",404.2562,13.6432905,
11-cis-Retinol + 13.665809,1,1,39601,41210,67580,43278,33582,1,1,42929,41466,1,1,37656,27485,1,40971,30325,34269,33068,1,1,36280,39399,1,43535,44879,35570,39458,29375,32562,60291,40513,1,42632,42957,37859,"11-cis-Retinol [ C20 H30 O, db=65.17, overall=32.58, Lipid ID=LMPR01090005, KEGG ID=C00899 ]",286.2291,13.665809,
1352.865@13.6438,1,1,1,126213,153837,1,1,1,1,1,1,58043,1,1,45986,30397,45249,111309,55433,63425,37162,160437,71462,1,307704,183579,151206,189688,126763,68190,29900,180416,91267,48361,95087,112085,49986,,1352.865,13.6438,
545.8475@13.691209,1,1,29697,1,26481,1,13483,1,39025,34559,1,25574,1,1,27703,33291,23466,23886,1,32055,26850,27871,35820,35717,26887,35484,1,1,1,22152,20233,27536,17667,16873,1,19932,32340,,545.8475,13.691209,
1068.7097@13.687207,1,1,157255,1,326109,1,1,1,340468,1,1,501678,1,323926,295855,1,218545,237473,665890,365166,902946,639247,398297,697374,744390,1,3784866,1,426925,343221,1,128900,338599,490477,557277,500590,289039,,1068.7097,13.687207,
N-(2-hydroxyethyl)oleamide + 13.681,1,1,33451,1,52664,1,1,21690,1,48012,1,22867,1,45358,67465,70435,74208,69416,76506,67774,20745,1,68582,75717,66700,43713,38321,38459,46574,51151,1,47202,45024,1,36936,35354,38504,"N-(2-hydroxyethyl)oleamide [ C20 H39 N O2, db=58.16, overall=29.08, KEGG ID=, CAS ID= ]",325.2975,13.681,
701.5288@13.692271,1,1,1,1,86476,73278,59713,93822,99377,89406,97567,100742,105258,90675,91051,83097,90577,82578,92713,112279,130344,146921,161896,111774,128659,117982,127524,117788,100572,99591,112987,127978,132788,152577,182832,147910,147436,,701.5288,13.692271,
1372.908@13.695891,1,1,69426,1,150347,1,1,1,1,86006,1,14058,1,138371,130975,137157,151816,135594,142863,120607,1,14923,126289,136576,145023,136547,149656,106558,121773,100441,92554,94147,114581,12479,127293,127714,136433,,1372.908,13.695891,
1523.95@13.699626,1,1,45275,1,73597,1,1,1,1,73943,1,1,1,86239,81305,69164,73100,76284,64131,69626,1,1,79494,79524,86955,85774,74154,72507,48637,42342,43693,62410,43674,1,63023,77210,88878,,1523.95,13.699626,
1004.6844@13.699296,1,1,465892,1,725184,1,17701,1,27310,1,1,54182,1,1014867,1102113,1331597,626472,814834,938458,983695,52890,44294,1351198,1015527,1218691,919706,572574,896725,588672,604360,1,710958,1,36902,748815,720446,950526,,1004.6844,13.699296,
1000.5864@13.70054,1,1,26811,1,28324,1,1,1,1,30720,1,1,1,32258,32083,41660,25849,30372,26060,41602,19116,1,37022,38455,30741,32593,29172,30986,20976,21385,22558,22501,1,1,22350,28129,31084,,1000.5864,13.70054,
"24,25-epoxy-1alpha-hydroxy-22,22,23,23-tetradehydrovitamin D3 / 24,25-epoxy-1alpha-hydroxy-22,22,23,",1,1,24494,19551,155283,1,1,1,1,19739,1,1,1,120316,23680,25351,42260,31119,33532,23503,1,1,24258,30288,120951,26879,162497,25191,157504,27217,29294,125647,35030,1,13412,29716,9090,"24,25-epoxy-1alpha-hydroxy-22,22,23,23-tetradehydrovitamin D3 / 24,25-epoxy-1alpha-hydroxy-22,22,23, [ C27 H38 O3, db=51.02, overall=25.51, Lipid ID=LMST03020093, KEGG ID= ]",410.2824,13.69748,
943.6419@13.711121,1,1,81019,133755,41100,1,1,178959,170606,55674,1,174246,1,43107,33755,34498,44472,40631,36928,60546,157746,169533,54752,55064,1,1,91873,60356,1,60901,1,73883,68075,194578,1,72206,1,,943.6419,13.711121,
375.3339@13.70792,1,1,138574,1,189406,1,1,1,1,120072,1,1,1,198448,279891,261481,349848,168493,411006,104381,1,70365,130043,211720,193895,185519,226038,125871,252311,256843,308510,222587,288713,1,423655,285359,243601,,375.3339,13.70792,
"2H-Indol-2-one, 4-[2-(dipropylamino)ethyl]-1,3-dihydro-7-hydroxy- glucuronide",1,1,40215,24838,82653,1,1,1,1,1,1,1,1,59641,44291,46530,73041,41661,41031,31828,13931,26929,34119,40452,39712,37415,50730,32092,59744,45802,36640,42773,65176,1,42886,43513,45926,"2H-Indol-2-one, 4-[2-(dipropylamino)ethyl]-1,3-dihydro-7-hydroxy- glucuronide [ C22 H32 N2 O8, db=34.12, overall=17.06, KEGG ID=, CAS ID=106916-15-8 ]",452.2117,13.705769,106916-15-8
867.6142@13.707126,1,1,37019,1,41719,1,1,1,1,36960,1,1,1,40425,40468,39217,43182,48399,47847,30085,1,1,36315,28808,38236,32500,36035,43954,55456,52479,56042,40062,40393,1,43954,32812,40187,,867.6142,13.707126,
1343.0792@13.708042,1,1,15637,1,61937,1,1,1,1,17735,1,1,1,39156,35721,30199,97129,50782,52526,18612,1,1,30725,29732,43591,31727,74757,21929,72019,40833,38905,35989,86459,1,56899,60257,43547,,1343.0792,13.708042,
"TG(22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3] + 13.708222",1,1,225213,117720,612332,1,70815,1,1,213882,1,1,1,409207,339720,309276,886293,460530,478135,224922,1,1,278556,314964,425340,339954,725547,232890,632543,420570,409863,365501,757453,85672,587619,596122,447378,"TG(22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3] [ C69 H104 O6, db=80.38, overall=40.19, Lipid ID=LMGL03012602, KEGG ID= ]",1028.7784,13.708222,
7-hydroxy-5-heptynoic acid + 13.712159,1,1,35027,1,1,26797,25250,1,21685,41283,20479,1,1,26584,36284,33370,23499,35645,32013,34298,22076,23911,25487,23232,26920,41808,1,42306,1,38543,40440,28350,1,22831,1,1,37199,"7-hydroxy-5-heptynoic acid [ C7 H10 O3, db=77.60, overall=38.80, Lipid ID=, KEGG ID= ]",142.0626,13.712159,
891.5883@13.727132,1,1,193593,43549,293232,1,66468,50849,45807,204653,40492,44240,1,1,128810,252079,334720,257976,272226,1,76941,84153,390379,227080,245389,249375,299953,198283,322739,227813,166894,242869,287706,54727,242659,278318,1,,891.5883,13.727132,
948.6602@13.717423,1,1,879054,617176,646831,511698,542761,63435,775051,167474,1,860510,1,746850,729974,695071,703348,562345,671392,961871,916755,915652,1102079,209968,990297,1013984,942215,918915,743770,860930,625494,1118801,886300,222903,855082,1264316,1051439,,948.6602,13.717423,
906.56@13.726791,1,1,44409,1,89202,1,1,1,1,70906,1,1,1,98633,85266,61011,90372,48468,86245,57967,1,1,83759,63057,65695,60778,81843,58489,99001,59122,32689,82979,86208,1,64182,67681,81855,,906.56,13.726791,
909.5629@13.730292,1,1,51064,1,63785,1,1,1,1,65551,1,1,1,99412,76336,56227,90491,57317,49915,76006,1,1,50295,53462,50183,57409,61074,48962,75004,53121,40044,52833,66943,1,58801,69801,87974,,909.5629,13.730292,
1036.7156@13.737922,1,1,1,55265,152263,65451,105916,172108,1,1,113978,1,80044,224295,139514,193433,158630,104676,173671,1,657355,599560,1188966,1,934427,285388,1131292,1,845711,244377,1,1,1070181,140250,124660,1167906,1003398,,1036.7156,13.737922,
1097.7646@13.7401,1,1,781902,765397,365027,1,1,1003133,993246,446989,1059796,992099,1,445464,447554,465091,407807,409726,423053,579502,1,1190066,730581,608407,688709,610762,618822,616532,445885,485919,844589,631716,584870,1464420,888793,1077303,763767,,1097.7646,13.7401,
1570.0927@13.769002,1,1,1732098,1,1499397,1,24079,1,46162,3223529,1,1,1,2175437,2300055,2937186,2534977,2797819,2980709,3285334,241437,39568,2620438,3245910,2094647,3321163,2291926,1653650,1364032,2478293,1,2739896,1123099,90315,2871967,1520198,3088011,,1570.0927,13.769002,
1215.6873@13.76275,1,1,41402,1,49760,1,1,1,1,46426,1,1,1,47651,47410,50717,40849,45113,48522,52019,1,1,44310,48396,43611,54534,42067,42727,52395,45368,34398,43709,37468,1,46000,48306,49501,,1215.6873,13.76275,
605.3553@13.761167,1,1,141217,57132,138729,1,54006,1,1,129314,1,78738,19594,155333,141154,183155,160020,116907,152770,164929,1,83289,144157,194833,127248,144229,113203,137337,138242,131578,88214,137461,105252,40031,125588,89717,158451,,605.3553,13.761167,
1614.0557@13.773646,1,1,420573,48495,383126,33992,74716,47988,1,91148,54017,122491,1,1,118964,319568,350642,296594,1,290380,187347,153221,296340,286887,284471,407887,379125,351441,393975,381099,361332,351310,357731,97307,337851,358288,319448,,1614.0557,13.773646,
2654.766@13.775891,1,1,1558939,1,2021516,1,41946,1,66424,1837224,23016,137454,1,1915048,1804854,1749687,1791952,1,1716520,1818247,274727,173165,1701890,1786343,1728983,1986476,1863613,1829000,1991331,1856472,1,1891225,1835936,1,1918483,1902403,1867227,,2654.766,13.775891,
2146.3713@13.775643,1,1,644446,1,1111508,18615,1,56601,1,900716,47093,140408,1,845352,771985,643658,879640,735269,668299,848494,1,1,863381,708100,34194,978475,717500,718033,991061,1,678914,872874,777539,161961,751401,781072,720025,,2146.3713,13.775643,
1317.8951@13.782828,1,1,204571,59615,87936,63707,1,1,1,200819,1,1,84139,130109,97100,92676,1450650,261769,483907,260105,548211,585171,146693,135001,142482,139506,303137,121233,102924,428922,184022,233490,62481,1,156242,68704,160722,,1317.8951,13.782828,
486.2722@13.799001,1,1,47998,1,38039,1,21707,20473,24087,48475,1,1,1,23922,1,33165,1,34819,20212,23569,30967,28319,21533,25843,23925,39246,41541,29463,38213,38339,70454,56065,51859,34647,36938,42449,39659,,486.2722,13.799001,
1493.9999@13.813615,1,1,1,160643,105303,1,1,216723,209800,134586,222667,196286,247493,30816,1,55279,1,107959,1,1,230210,242675,209280,1,156438,1,40443,44271,120082,34498,53486,55205,35178,55947,75565,56037,202604,,1493.9999,13.813615,
1411.0074@13.822881,1,1,128381,1,302223,1,1,1,1,268597,1,1,1,256793,266578,274825,168345,211989,230720,200284,17140,1,292008,243840,241481,324156,189256,262837,262467,235077,194043,285953,233599,1,167146,155828,197040,,1411.0074,13.822881,
364.3083@13.814071,1,1,1,33702,1,25876,24330,17298,43485,1,36090,46535,62430,20872,26178,42237,35300,32110,33384,22204,51619,50605,25913,32913,40111,1,17008,14000,1,12494,40169,1,1,30815,19100,17029,16820,,364.3083,13.814071,
Dodecylbenzene,1,1,18525,23836,24282,23819,17323,18614,20040,25834,23537,26170,24172,34575,35431,38560,32787,37527,41007,1,27076,29913,37361,32470,39722,22499,25215,22652,22892,23534,31977,16307,22865,22205,27436,17834,26796,"Dodecylbenzene [ C18 H30, db=83.32, overall=41.66, HMP ID=HMDB03542, KEGG ID= ]",246.2344,13.829058,
Trihydroxycoprostanoic acid,1,1,128868,305638,72071,292298,167155,1,247438,1,236449,1,295131,45519,1,1,44696,34964,281683,18441,1,134642,20689,36110,13185,1,54382,44756,1,1,40698,53862,63252,77534,48305,23982,52444,"Trihydroxycoprostanoic acid [ C28 H48 O5, db=58.21, overall=29.10, HMP ID=HMDB02163, KEGG ID= ]",464.3502,13.801808,
1273.8958@13.833207,1,1,107894,1,205028,1,1,1,1,155592,1,1,1,191816,181008,187529,110392,165255,150717,124910,1,1,167699,160403,176610,232524,157091,177768,135427,108636,75769,114090,84864,1,153329,157257,160377,,1273.8958,13.833207,
1692.0865@13.839601,1,1,52238,40746,1,43883,40458,48599,50830,23348,60567,41969,58663,31386,27732,1,1,33304,43726,1,60551,60182,45063,1,52831,50188,46606,45413,54082,34917,43150,49939,47075,76528,60158,60985,60258,,1692.0865,13.839601,
615.5204@13.8424425,1,1,132288,41456,64987,24136,34560,27214,28774,65119,32589,35425,25975,1,219236,201740,206179,220251,219531,209454,47320,35900,182233,155182,181895,77701,65713,103988,118095,61947,131791,65625,85091,25376,89191,80000,81193,,615.5204,13.8424425,
2-hydroxy-heptadecanoic acid + 13.846881,1,1,636286,1,828917,1,1,1,1,745095,1,19265,1,693038,667409,660289,522127,707784,633623,687890,1,1,739379,669119,599034,838585,652463,685772,163457,659708,116940,792845,737992,1,688022,773361,662853,"2-hydroxy-heptadecanoic acid [ C17 H34 O3, db=97.72, overall=48.86, Lipid ID=, KEGG ID= ]",286.2509,13.846881,
444.2414@13.852252,1,1,21058,1,23221,1,1,1,1,28016,1,1,1,25773,27161,25293,23925,23958,21656,25859,1,1,29977,24963,25654,25380,22178,21558,44874,20643,18747,23403,22031,1,28475,30202,27621,,444.2414,13.852252,
696.2766@13.87254,1,1,74075,1,66288,89122,1,1,1,1,1,56559,1,49760,49599,44408,63655,1,61071,56968,1,56247,57754,60398,58882,56297,62351,51491,1,64239,61356,66183,1,72865,60418,67506,57792,,696.2766,13.87254,
Flecainide meta-O-dealkylated + 13.873767,1,1,77312,80752,51151,142244,70522,80084,115825,46717,49006,63290,66672,35012,1,30858,56613,47295,40321,40300,50029,35588,58093,53309,55089,46187,60666,36926,50566,54730,44898,58230,45463,37300,44129,58903,50436,"Flecainide meta-O-dealkylated [ C15 H19 F3 N2 O3, db=37.37, overall=18.68, KEGG ID=, CAS ID=83526-33-4 ]",332.1373,13.873767,83526-33-4
553.2424@13.875352,1,1,1,172179,184076,163102,128020,273885,242910,208987,156875,141828,121152,137450,129566,131155,175621,163295,162562,158371,144880,129733,206710,176915,173445,168825,171864,147717,167338,167889,149937,200169,178052,182210,189938,214405,193812,,553.2424,13.875352,
940.4012@13.875486,1,1,145137,111611,132053,101335,86246,221596,194812,1,105184,91290,85395,11758,1,1,124412,119196,12772,107180,104301,12582,136654,126754,108780,121751,1,86645,110218,121491,83034,151060,117547,116776,136268,164051,134992,,940.4012,13.875486,
Diatrizoate,1,1,137539,115871,109072,113774,64774,1,1,111443,67624,61077,48585,53540,54051,1,80676,75690,64007,68115,115154,45018,92508,112227,83772,78341,123882,66867,56541,70867,1,132785,64559,69051,1,1,115021,"Diatrizoate [ C11 H9 I3 N2 O4, db=75.97, overall=37.98, KEGG ID=C08216, CAS ID=117-96-4 ]",613.7682,13.876518,117-96-4
539.2269@13.876515,1,1,144135,126501,71463,118084,100978,1,1,127212,66070,102501,103284,57066,89171,88983,126478,108144,116258,108703,110283,88234,119579,124016,116586,118794,70046,93732,109294,129934,99629,129495,121039,135019,120560,71853,127928,,539.2269,13.876515,
1178.4764@13.877108,1,1,116724,65765,35000,47386,22723,1,106907,1,1,31883,33233,1,16702,1,137104,64945,57244,63795,71778,42552,78499,72480,56503,1,41824,25685,1,62920,28904,91424,58959,54565,89986,178007,46602,,1178.4764,13.877108,
1148.4653@13.877125,1,1,47485,47172,37180,51310,1,1,1,1,55407,50606,1,1,1,1,45117,36518,1,28942,56296,37426,49409,41292,29973,38197,48797,1,31757,40486,25846,59707,42681,78849,56054,1,46099,,1148.4653,13.877125,
1210.502@13.87775,1,1,102478,113343,91521,87753,53673,1,204148,88582,1,70748,48721,50797,25925,32830,95844,70941,60177,66891,91368,63957,80889,76953,39635,75977,41812,42269,70705,70550,49383,95485,67690,107010,93392,1,89203,,1210.502,13.87775,
1196.5201@13.877587,1,1,400068,232798,384814,272845,163153,1,1,376754,308727,1,220696,314769,291231,221253,421548,388125,325142,382111,273647,207792,477435,393505,306678,1,389828,237755,315397,359741,226776,510420,1,330876,439727,1,371756,,1196.5201,13.877587,
1179.6492@13.879959,1,1,95423,1,146062,1,1,1,1,199972,1,25034,1,99756,106951,115971,104201,81035,107389,135469,30947,1,163389,120930,104742,165247,121277,100159,62541,101243,101152,130365,74609,1,158637,112238,111111,,1179.6492,13.879959,
1139.6177@13.881881,1,1,60443,1,62372,1,1,1,1,77195,1,1,1,70866,61067,67730,63916,66706,64697,70501,25003,1,83879,71915,63159,69611,64053,61331,56576,54576,44603,66928,53711,1,83513,83622,80365,,1139.6177,13.881881,
763.4538@13.893353,1,1,83760,39911,56300,32452,36313,44781,1,64000,17373,26416,14606,37869,46844,32250,40790,71250,47630,46491,38424,17119,58388,32145,38515,52861,24959,50035,62875,53170,46160,79582,35941,31451,26997,31015,28672,,763.4538,13.893353,
874.6232@13.896,1,1,41399,1,199539,42020,211426,361918,38515,288557,64207,380287,361488,1,306630,293252,1,159535,1,1,380860,358565,617293,468800,407901,473367,418433,370547,1,378733,41306,33410,403599,366627,446130,539519,511584,,874.6232,13.896,
1026.6364@13.899459,1,1,50595,1,55769,1,1,1,1,68942,1,1,1,70457,73699,86773,40122,58527,51960,45906,1,1,70453,56247,56606,67490,27210,69147,60701,49510,48201,76238,42234,1,26060,25369,40804,,1026.6364,13.899459,
988.6857@13.899965,1,1,135036,1,142766,1,1,1,1,313711,1,18987,1,290685,362072,387914,133756,197198,217280,161744,32981,19004,332077,165768,182210,214858,81954,336845,165983,223054,295500,214056,133152,18701,116831,100350,134661,,988.6857,13.899965,
1182.8066@13.906625,1,1,25042,1,1,217405,1,23286,1,1,1,1,1,38327,37193,36999,23263,27557,29204,41818,22547,1,72453,46665,42600,50064,34629,35871,357883,30617,1,53368,38914,1,32851,57157,57891,,1182.8066,13.906625,
